No voie,B/T/Q,Type de voie,Voie,idVoie
11.0,,SQ,DU CDT GABRIEL FOURNAISE,11776_V
120.0,,BD,DES ETATS UNIS,11777_V
5.0,,RUE,CHARLES FAROUX,11778_V
76.0,T,RUE,SAINT LAZARE,11779_V
210.0,,AV,DU GENERAL DE GAULLE,11780_V
17.0,,RUE,DE BEAUVAIS,11781_V
22.0,,RUE,DE GRAMONT,11782_V
8.0,,RUE,SOEUR THERESE MASSIN,11783_V
38.0,,GR,GRANDE RUE,11784_V
9.0,,RUE,DE L EPARGNE,11785_V
6.0,,PL,ST MEDARD,11786_V
15.0,,RUE,DU 67 REGIMENT INFANTERIE,11787_V
9.0,B,RUE,DE PIERREFONDS,11788_V
3.0,,SQ,CHARLES BARRIQUAND,11789_V
101.0,,RUE,SAINT JOSEPH,11790_V
23.0,,RUE,HURTEBISE,11791_V
77.0,,RUE,BATAILLON DE FRANCE,11792_V
472.0,,RUE,CHARLES LADAME,11793_V
1.0,,RUE,PHILIBERT DELORME,11794_V
186.0,,RUE,PIERRE CURIE,11795_V
9.0,B,RUE,DU PORT A BATEAUX,11796_V
190.0,,RUE,PIERRE CURIE,11797_V
106.0,,RUE,SAINT LAZARE,11798_V
2.0,,RUE,DU DOCTEUR CALMETTE,11799_V
5.0,,RUE,JEAN DE LA FONTAINE,11800_V
167.0,,RUE,DU 8 MAI 1945,11801_V
45.0,,RUE,SAINT GERMAIN,11802_V
195.0,,RUE,DE PARIS,11803_V
29.0,,RUE,DES DOMELIERS,11804_V
5.0,,RUE,DU MARECHAL KOENIG,11805_V
11.0,,SQ,DE VALMY,11806_V
77.0,,RUE,JEAN JAURES,11807_V
3.0,,RUE,GEORGES FOREST,11808_V
1.0,,RUE,DE SAVOIE,11809_V
4.0,,RUE,AMPERE,11810_V
590.0,,RUE,DU GENERAL KOENIG,11811_V
2.0,,PL,DU CHATEAU,11812_V
30.0,,RUE,DES MINIMES,11813_V
8.0,,RUE,PIERRE D AILLY,11814_V
5.0,T,RUE,D ARONA,11815_V
18.0,B,ALL,DES AVENUES,11816_V
80.0,,RUE,DE LA MAIRIE,11817_V
21.0,,RUE,DES SABLONS,11818_V
124.0,,RES,VOLTAIRE,11819_V
6.0,,RUE,DES CAPUCINS,11820_V
81.0,,RUE,CARNOT,11821_V
13.0,,RUE,DE L EPARGNE,11822_V
2.0,,RUE,JOSEPH LEPRINCE,11823_V
22.0,,RUE,DU HARLAY,11824_V
1.0,,RUE,SOEUR THERESE MASSIN,11825_V
1.0,,RUE,MARCEL BLANCHET,11826_V
136.0,,RUE,PELEE PROLONGEE,11827_V
4.0,,RUE,RONSARD,11828_V
84.0,,RUE,LOUIS BOILET,11829_V
34.0,,RUE,DE LA VILLE,11830_V
96.0,,RUE,DU CHATEAU,11831_V
3.0,B,RUE,MAURICE DOLIGER,11832_V
2.0,B,RUE,DES CLIGNETTES,11833_V
7.0,,RUE,DU DR SCHWEITZER,11834_V
11.0,,AV,ALBERT 1ER,11835_V
11.0,,CHE,DE ST LEONARD,11836_V
3.0,,ALL,DE L'EUROPE,11837_V
134.0,,RUE,PASTEUR,11838_V
110.0,,RUE,DE LAMORLAYE,11839_V
11.0,,RUE,GUY DE MAUPASSANT,11840_V
15.0,,RUE,DE PARIS,11841_V
26.0,,PL,ABBE CHARPENTIER,11842_V
57.0,,AV,DE L'ORANGERIE,11843_V
2.0,,RES,DU PARC DES TROIS FORETS,11844_V
2.0,B,RUE,MOLIERE,11845_V
30.0,,RUE,MATHURIN DU RY,11846_V
123.0,,RUE,HENRI PAUQUET,11847_V
11.0,,AV,CLAUDE PEROCHE,11848_V
5.0,,AV,DU 19 MARS 1962,11849_V
14.0,,AV,DU MAL JOFFRE,11850_V
6.0,,RUE,ALEXANDRE DUMAS,11851_V
2.0,,RUE,STEPHANE MALLARME,11852_V
119.0,,RUE,DU CONNETABLE,11853_V
43.0,,RUE,DE LA CHAPELLE,11854_V
32.0,,RUE,DE CREIL,11855_V
5.0,,RUE,GUY DE MAUPASSANT,11856_V
5.0,,RUE,CHARLES DE GAULLE,11857_V
1.0,,QUA,DE L'ECONOMAT,11858_V
45.0,,RUE,HENRI LAROCHE,11859_V
35.0,,GR,GRANDE RUE,11860_V
84.0,,RUE,VICTOR HUGO,11861_V
8.0,,ALL,DU BELLAY,11862_V
109.0,,RUE,DU CONNETABLE,11863_V
2.0,,PL,GUSTAVE CHARPENTIER,11864_V
53.0,,RUE,DU GEN LECLERC,11865_V
6.0,,RLE,ST SAUVEUR,11866_V
53.0,,AV,DE L'ORANGERIE,11867_V
9001.0,,RES,JEAN MERMOZ,11868_V
6.0,,PL,DES TROIS ROIS,11869_V
367.0,,RUE,DE L'OISE,11870_V
17.0,,RUE,RENE FIRMIN,11871_V
2.0,,RUE,CHRISTINE,11872_V
30.0,,RUE,JULES JUILLET,11873_V
173.0,,RUE,PASTEUR,11874_V
55.0,,RUE,DE LA CHAPELLE,11875_V
8.0,,RUE,AUX COQUILLES,11876_V
22.0,,RUE,GASTON WATEAU,11877_V
11.0,,RUE,ALEXANDRE DUMAS,11878_V
3.0,,RUE,JULES UHRY,11879_V
8.0,,RUE,DE LA REPUBLIQUE,11880_V
46.0,,RUE,DE LA CHEVALERIE,11881_V
4.0,,ALL,ARTHUR RIMBAUD,11882_V
51.0,,RUE,CHARLES LESCOT,11883_V
19.0,B,RUE,DE PARIS,11884_V
1.0,,ALL,COLETTE,11885_V
6.0,,RUE,DESPINAS,11886_V
3.0,,RUE,DE LA FAISANDERIE,11887_V
22.0,,RUE,GUILLEMINOT,11888_V
79.0,,RUE,GAMBETTA,11889_V
13.0,,RUE,DU LION BLEU,11890_V
18.0,,IMP,AUX CHEVAUX,11891_V
13.0,,AV,MARCEL PAGNOL,11892_V
6.0,A,RUE,DE LA TUILERIE,11893_V
6.0,,AV,MARIE AMELIE,11894_V
4.0,,RUE,GERARD DE NERVAL,11895_V
11.0,,RUE,GERARD DE NERVAL,11896_V
45.0,,RUE,CHARLES DE GAULLE,11897_V
22.0,,ALL,DU BELLAY,11898_V
3.0,,RUE,DU MOULIN ST RIEUL,11899_V
1.0,,VOIE,DE LA GRANDE SERPENTINE,11900_V
4.0,,AV,DE MONTPENSIER,11901_V
36.0,,RUE,DU CONNETABLE,11902_V
25.0,,ALL,DU VALOIS,11903_V
51.0,,RUE,DE LA REPUBLIQUE,11904_V
199.0,,RUE,DU DR CHOPINET,11905_V
1.0,,RUE,DES HETRES,11906_V
6.0,,SQ,ARTHUR RIMBAUD,11907_V
17.0,,AV,DE LA BOULEAUTIERE,11908_V
6.0,,AV,GEORGES BATAILLE,11909_V
126.0,,RUE,LEON BLUM,11910_V
142.0,,RUE,LEON BLUM,11911_V
26.0,,RUE,JULES JUILLET,11912_V
27.0,,RUE,GUY DE MAUPASSANT,11913_V
5.0,,RUE,DU DR ROUX,11914_V
32.0,,RUE,LEON BLUM,11915_V
61.0,,RUE,DE LA CHEVALERIE,11916_V
17.0,,RUE,DU GUE,11917_V
5.0,T,RUE,JULES MICHELET,11918_V
3.0,T,AV,DE LA REPUBLIQUE,11919_V
2.0,,RUE,DES NOISETIERS,11920_V
12.0,B,RUE,DE L'EGLISE,11921_V
3.0,,ALL,DU COQ CHANTANT,11922_V
5.0,,RUE,RENOIR,11923_V
1.0,,RUE,DU CLOS DES VIGNES,11924_V
39.0,,AV,DU MAL JOFFRE,11925_V
20.0,,RUE,DU LION BLEU,11926_V
5.0,,SQ,ARTHUR RIMBAUD,11927_V
29.0,,RUE,DE L'HOTEL DIEU DES MARAIS,11928_V
5.0,,PL,ROGER SALENGRO,11929_V
94.0,,RUE,JEAN JAURES,11930_V
4.0,B,RUE,DE SALVERTE,11931_V
4.0,,BD,VICTOR HUGO,11932_V
2.0,,ALL,DU COQ CHANTANT,11933_V
18.0,A,RUE,DE GOUVIEUX,11934_V
53.0,,AV,DU GEN LECLERC,11935_V
5.0,,PL,DU MARCHE AU BLE,11936_V
18.0,,RUE,DU CONNETABLE,11937_V
6.0,,RUE,GERARD DE NERVAL,11938_V
4.0,,RUE,D'ORGEMONT,11939_V
6.0,,RUE,BERLIOZ,11940_V
45.0,,RUE,DE BILLY,11941_V
14.0,,AV,DE LA LIBERATION,11942_V
4.0,,RUE,DU MOULIN,11943_V
13.0,,RUE,DU PUITS BRAY,11944_V
2.0,,ALL,DU CASTEL,11945_V
8.0,,RUE,DU PUITS BRAY,11946_V
2.0,,RUE,DU LAMBURE,11947_V
55.0,J,RUE,HENRI LAROCHE,11948_V
63.0,,AV,DE SENLIS,11949_V
8.0,,RUE,DES JARDINS,11950_V
33.0,,RUE,GEORGES DECROZE,11951_V
64.0,,RUE,SALVADOR ALLENDE,11952_V
14.0,,RUE,GAMBETTA,11953_V
17.0,B,AV,DE SENLIS,11954_V
6.0,,RUE,DU MOUTHIER,11955_V
135.0,,RUE,HENRI BARBUSSE,11956_V
6.0,,RUE,JEAN JAURES,11957_V
21.0,,COTE,DE L'ORME,11958_V
9003.0,,RPT,DES AIGLES,11959_V
3.0,,RUE,BERLIOZ,11960_V
23.0,,RUE,DU CHEF DE VILLE,11961_V
20.0,,RUE,DE LA DUCHESSE DE CHARTRES,11962_V
33.0,,RUE,DE MEAUX,11963_V
2001.0,,RES,STE AGATHE,11964_V
1.0,,RUE,DE CREIL,11965_V
1.0,,RUE,LEON BOUFFLET,11966_V
16.0,,RUE,DES PIERRES,11967_V
2.0,B,RUE,DES FONTAINES,11968_V
16.0,,RUE,DES VIGNES,11969_V
10.0,,RUE,DE LA MACHINE,11970_V
38.0,,AV,DE LA GARE,11971_V
5.0,,RUE,PAUL CLAUDEL,11972_V
10.0,,AV,DE LA ROTONDE,11973_V
7.0,,PL,CHARLES BROBEIL,11974_V
1.0,B,RTE,DES BOURGOGNES,11975_V
2.0,,RUE,ALFRED SAUVY,11976_V
16.0,,RUE,DE GOUVIEUX,11977_V
19.0,,RUE,GUY DE MAUPASSANT,11978_V
6.0,,RUE,CHATEAUBRIAND,11979_V
82.0,,RUE,VICTOR HUGO,11980_V
18.0,,AV,MARIE AMELIE,11981_V
52.0,,RUE,JULES MICHELET,11982_V
1044.0,,RUE,DE PARIS,11983_V
3.0,,RUE,ANDRE MESSAGER,11984_V
9.0,,RUE,GUY DE MAUPASSANT,11985_V
14.0,,RUE,DE LATTRE DE TASSIGNY,11986_V
6.0,,RUE,DES JARDINS,11987_V
14.0,,RUE,DU PONT ROYAL,11988_V
7.0,,RUE,DR LAPORTE,11989_V
4.0,,RUE,CHARLES LEMAIRE,11990_V
3.0,,RUE,POISSONNIERE,11991_V
2.0,,RUE,DE SALVERTE,11992_V
21.0,,RUE,DU GEN DE GAULLE,11993_V
19.0,,RES,DU DR ROUX (LES MELEZES),11994_V
2.0,,RUE,DES OTAGES,11995_V
5326.0,F,,CHATEAU DE VILLETTE,11996_V
5.0,,RUE,BENJAMIN RASPAIL,11997_V
13.0,,ALL,VAN GOGH,11998_V
10.0,,RUE,GAMBETTA,11999_V
10.0,,ALL,DES GLAILLEULS,12000_V
122.0,,RUE,PIERRE DESPROGES,12001_V
9.0,,SQ,ETIENNE JODELLE,12002_V
6.0,,RUE,DR LAPORTE,12003_V
64.0,,RUE,ETIENNE DOLET,12004_V
10.0,B,RUE,MAURICE BERTEAUX,12005_V
1.0,,RUE,POIDEVIN,12006_V
6.0,B,RUE,DE LA TUILERIE,12007_V
21.0,,RUE,DE LA FAISANDERIE,12008_V
9.0,,RUE,DU LONG FILET,12009_V
5.0,,RUE,DU PONT NEUF,12010_V
76.0,,RUE,DE MESSEI,12011_V
9015.0,,AV,DU MAL DE TESSE,12012_V
16.0,,AV,DU DOCTEUR JOLY,12013_V
12.0,,AV,DU PRESIDENT WILSON,12014_V
6.0,,RUE,PIQUET,12015_V
76.0,,PL,GRAND PLACE,12016_V
13.0,,RUE,DES CAPUCINS,12017_V
35.0,,RUE,RAOUL BRIQUET,12018_V
3.0,,RUE,DU BLOC,12019_V
4.0,,RUE,DU MONT DE PIETE,12020_V
510.0,,RUE,MEDIOLANAISE,12021_V
101.0,,RUE,SAINT AUBERT,12022_V
5001.0,F,RES,OPALE,12023_V
5.0,,RUE,ST MAURICE,12024_V
2.0,,RUE,DU MOULINET,12025_V
10.0,,RUE,JEAN JAURES,12026_V
41.0,,RUE,DE CAMBRAI,12027_V
35.0,,BD,CARNOT,12028_V
18.0,,AV,FERNAND LOBBEDEZ,12029_V
36.0,,RUE,BOCQUET FLOCHEL,12030_V
6.0,,BD,FAIDHERBE,12031_V
8.0,T,BD,DE LA LIBERTE,12032_V
16.0,,RUE,ROBESPIERRE,12033_V
15.0,,RUE,NUNGESSER ET COLI,12034_V
85.0,,RUE,EMILE ZOLA,12035_V
5.0,,BD,DE STRASBOURG,12036_V
16.0,T,RUE,OZANAM,12037_V
12.0,,RUE,LUCIEN DISTINGHIN,12038_V
5.0,,RUE,DAUMIER,12039_V
1.0,,RUE,AIME CESAIRE,12040_V
53.0,,PL,GRAND PLACE,12041_V
4.0,,RUE,DE LA MALTERIE,12042_V
79.0,,RUE,D AMIENS,12043_V
28.0,,RUE,DU 11 NOVEMBRE,12044_V
19.0,,RUE,DES MANOIRS,12045_V
17.0,,PL,QUINCAILLE,12046_V
2.0,,RUE,PAUL DOUMER,12047_V
32.0,,RUE,DE TURENNE,12048_V
31.0,,RUE,D AMIENS,12049_V
9.0,,RUE,EMILE DIDIER,12050_V
6.0,,RUE,DES BALANCES,12051_V
59.0,,RUE,DE L ABBE LEMIRE,12052_V
61.0,,RUE,SAINT AUBERT,12053_V
36.0,,RUE,J B DELAPORTE,12054_V
19.0,,RUE,DES FOURS,12055_V
62.0,,RUE,GRASSIN BALEDANS,12056_V
10.0,,RUE,DU VINGT NEUF JUILLET,12057_V
855.0,,RUE,DE L HORLOGERIE,12058_V
5008.0,F,RES,LE ZEPHIR,12059_V
74.0,,RUE,ARTHUR LAMENDIN,12060_V
104.0,,PL,DU MARECHAL JOFFRE,12061_V
153.0,,RUE,D ABLAIN SAINT NAZAIRE,12062_V
38.0,B,RUE,DU 4 SEPTEMBRE 1944,12063_V
159.0,,RTE,NATIONALE,12064_V
190.0,B,RTE,NATIONALE,12065_V
11.0,,RUE,DU 8 MAI,12066_V
10.0,,PL,MARMOTTAN,12067_V
125.0,,RUE,EMILE ZOLA,12068_V
114.0,,RUE,RAOUL FOLLEREAU,12069_V
24.0,,RUE,DES LOMBARDS,12070_V
11.0,,CHE,DE VERMELLES,12071_V
,,SEN,DES MULETS,12072_V
5005.0,F,RES,L'ARTESIENNE,12073_V
2.0,,RUE,DES ERABLES,12074_V
27.0,,RUE,DU 14 JUILLET,12075_V
200.0,,PL,DE LA REPUBLIQUE,12076_V
3.0,,RUE,DU CIMETIERE,12077_V
,,RES,DU POMMIER,12078_V
24.0,,RUE,EDOUARD BOLLAERT,12079_V
1.0,,RUE,SAINT EXUPERY,12080_V
150.0,,BD,DE LA MER,12081_V
179.0,,RTE,DE SAINT OMER,12082_V
155.0,D,AV,RAYMOND POINCARE,12083_V
4.0,,RUE,LATHAM,12084_V
13.0,,RUE,DE LA PORTE NEUVE,12085_V
12.0,,GPL,GD PCE LOUIS LE SENECHAL,12086_V
1.0,,,FRONT DE MER,12087_V
4.0,,PARC,DES QUATRE MOULINS,12088_V
34.0,,RUE,LOUIS GARNERAY,12089_V
162.0,,RTE,DE SAINT OMER,12090_V
2.0,,RUE,MUTINOT,12091_V
9.0,,RUE,DES RELIGIEUSES ANGLAISES,12092_V
30.0,,RUE,MONSIGNY,12093_V
67.0,,RUE,DE LA TOUR D ODRE,12094_V
2.0,,RUE,DES ANGLAIS,12095_V
44.0,,RUE,CARNOT,12096_V
8.0,,RUE,DU FORT DE CROY,12097_V
60.0,,BD,DE LA MER,12098_V
25.0,,RUE,HIPPOLYTE DARRE,12099_V
13.0,,RUE,JUBILIN,12100_V
48.0,,RUE,DENEUVILLE,12101_V
8.0,,BD,LAFAYETTE,12102_V
257.0,,RUE,GARIBALDI,12103_V
29.0,,RUE,DE LA POMME D OR,12104_V
15.0,,BD,GAMBETTA,12105_V
320.0,,AV,WINSTON CHURCHILL,12106_V
99.0,,RUE,DE LA PAIX,12107_V
121.0,,RUE,ALFRED DELCLUZE,12108_V
201.0,,RUE,GARIBALDI,12109_V
30.0,,RUE,DES ANGLAIS,12110_V
99.0,,GR,GRANDE RUE,12111_V
36.0,,RUE,DE LA REDOUTE,12112_V
9001.0,,RES,APOLLO AV MARIANNE,12113_V
63.0,,AV,SAINT LOUIS,12114_V
486.0,,AV,FRANCOIS GODIN,12115_V
30.0,,RUE,D ETAPLES,12116_V
61.0,,RUE,ROTHSCHILD,12117_V
34.0,,RUE,PERROCHAUD,12118_V
9.0,,AV,DE QUENTOVIC,12119_V
3.0,,AV,DU GENERAL DE GAULLE,12120_V
35.0,,RES,VILLA SYLVIA 35 R. RAISINS,12121_V
63.0,,RES,ARCADIA ST JEAN ET POUGET,12122_V
66.0,,AV,DE FLANDRE,12123_V
6.0,,DOM,DU LAC ALL FLAMANTS ROSES,12124_V
12.0,,RUE,COURBET,12125_V
21.0,,AV,DU GENERAL DE GAULLE,12126_V
116.0,,RUE,DE PARIS,12127_V
3.0,,RES,LE GRAND LARGE,12128_V
62.0,,ESP,PARMENTIER,12129_V
52.0,,RUE,DE MOSCOU,12130_V
65.0,,RUE,D ARRAS,12131_V
48.0,,RUE,ALFRED ANDRE,12132_V
8.0,,RUE,DE GRAVELINES,12133_V
5005.0,F,CASR,DE LA BARRE,12134_V
2.0,,RUE,DES PIPIERS,12135_V
16.0,,RUE,LOUIS MARTEL,12136_V
13.0,,ALL,DES BRUYERES,12137_V
104.0,,RUE,DE CALAIS,12138_V
3.0,,RUE,SAINTE BARBE,12139_V
6.0,,RUE,MAURICE LINGLIN,12140_V
1.0,,PAS,BUEIL,12141_V
9001.0,,,R. LOUCHEUR RES.LES SPORTS,12142_V
2.0,,RUE,DELACROIX JARDINS OPHELIE,12143_V
4.0,,RES,LE CLOS VOLTAIRE RUE VOLTA,12144_V
101.0,,RUE,DE DUNKERQUE,12145_V
38.0,,RUE,DE COURTEVILLE,12146_V
7.0,,RUE,DE L EUROPE RES FLEGARDS,12147_V
31.0,,RUE,HIPPOLYTE GOMOT,12148_V
35.0,,RUE,DE L HOTEL DE VILLE,12149_V
29.0,,RUE,DU CHATEAU,12150_V
4.0,,RUE,AMABLE FAUCON,12151_V
5.0,,AV,DE PARIS,12152_V
34.0,,RUE,DU SARDON,12153_V
36.0,B,BD,DESAIX,12154_V
2.0,,PL,EUGENE ROUHER,12155_V
2.0,,AV,DE BROCQUEVILLE,12156_V
34.0,,RUE,DU COMMERCE,12157_V
39.0,,RUE,DAURAT,12158_V
27.0,,FG,DE LA BADE,12159_V
18.0,,RUE,DE L HORLOGE,12160_V
19.0,,RUE,DU DOCTEUR GUBLER,12161_V
26.0,,BD,ETIENNE CLEMENTEL,12162_V
29.0,,RUE,DE L HOTEL DE VILLE,12163_V
38.0,,BD,DESAIX,12164_V
3.0,,AV,DE CLERMONT,12165_V
13.0,,RUE,HIPPOLYTE GOMOT,12166_V
9.0,,AV,DES ETATS UNIS,12167_V
2.0,,RUE,DE LA HARPE,12168_V
20.0,,AV,DE VERDUN,12169_V
17.0,,RUE,MALOUET,12170_V
8.0,,RUE,ANTOINE ARNAUD,12171_V
42.0,,AV,BERANGER,12172_V
16.0,,CHE,DES QUINZES,12173_V
5010.0,,AV,DU DR ROUX ST NECTAIRE BA,12174_V
316.0,,RUE,DE BIZALEIX,12175_V
9.0,B,RTE,DU CHAMBOURGUET,12176_V
4.0,,RUE,DES CAVES,12177_V
5003.0,,,SUPER BESSE,12178_V
52.0,B,RUE,DE LAVAUR,12179_V
9.0,,BD,DE LA MANLIERE,12180_V
15.0,,RUE,DU CHIEN,12181_V
5359.0,,,CHASTREIX SANCY,12182_V
27.0,,AV,FOUCHET,12183_V
34.0,,AV,DU LOUP,12184_V
9.0,B,RUE,PAUL ELUARD,12185_V
4.0,,AV,GASTON LACOSTE,12186_V
36.0,,RTE,DE BAYONNE,12187_V
6.0,,BD,CHARLES DE GAULLE,12188_V
3.0,,RUE,DE BOYRIE,12189_V
30.0,,RUE,DU LYS,12190_V
22.0,,RTE,DE SAINT JACQUES,12191_V
8.0,,RUE,JEAN JACQUES ROUSSEAU,12192_V
88.0,,AV,JEAN MERMOZ,12193_V
5.0,,RUE,DU LYS,12194_V
52.0,,AV,DE LONS,12195_V
12.0,,RUE,D'ETIGNY,12196_V
9.0,,RUE,LOUIS BARTHOU,12197_V
23.0,,RUE,ROMAIN TRESARIEU,12198_V
9016.0,,AV,DU STADE NAUTIQUE,12199_V
21.0,,RUE,DU SOUST,12200_V
4.0,,AV,MIRABELLE,12201_V
42.0,,RUE,CASTETNAU,12202_V
29.0,,RUE,SAINT MARC,12203_V
35.0,,RUE,DU COLONEL GLOXIN,12204_V
19.0,,ALL,DU PIC D'ANIE,12205_V
4.0,,PL,DARRALDE,12206_V
1.0,,RUE,DE GUICHE,12207_V
174.0,,ALL,DES CEDRES,12208_V
2.0,,RUE,DE FOIX,12209_V
110.0,,BD,D ALSACE LORRAINE,12210_V
43.0,T,AV,DU LOUP,12211_V
26.0,,AV,FEDERICO GARCIA LORCA,12212_V
44.0,,RUE,MARECHAL JOFFRE,12213_V
4.0,,AV,DU DIX HUITIEME RI,12214_V
10.0,,BD,CHAMPETIER DE RIBES,12215_V
1.0,,RUE,RONSARD,12216_V
28.0,,RUE,LOUIS DARAN,12217_V
60.0,,RUE,DU LACAOU,12218_V
7.0,,AV,DU PARC BEAUCHAMPS,12219_V
1.0,,RUE,JEANNE D ARC,12220_V
11.0,,AV,HENRI DUNANT,12221_V
27.0,,CHE,DE L ENSOUREYADO,12222_V
9814.0,,RTE,DE LA LANDE,12223_V
33.0,,BD,BLERIOT,12224_V
10.0,,IMP,DES CHAMPS,12225_V
4.0,,RUE,DU CORPS FRANC POMMIES,12226_V
9463.0,,AV,DES LAVANDIERES,12227_V
5.0,,RUE,DE L ABBE LUDOVIC GAURIER,12228_V
18.0,,AV,PIERRE MASSE,12229_V
36.0,,AV,DU HUIT MAI,12230_V
6.0,,BD,RECTEUR JEAN SARRAILH,12231_V
5.0,,RUE,GASTON PHOEBUS,12232_V
11.0,,AV,BARON SEGUIER,12233_V
41.0,,RUE,DU GAVE,12234_V
44.0,,AV,DE BUROS,12235_V
7.0,,RUE,MANESCAU,12236_V
55.0,,RUE,GENSEMIN,12237_V
17.0,,RUE,DUBOUE,12238_V
94.0,,BD,D ALSACE LORRAINE,12239_V
4.0,,AV,SAN CARLOS,12240_V
37.0,,RUE,MONTPENSIER,12241_V
25.0,,RUE,GASTON PLANTE,12242_V
76.0,,RUE,LAPEYRERE,12243_V
45.0,,AV,DU LOUP,12244_V
7.0,,RUE,DU CHANOINE LABORDE,12245_V
17.0,,RUE,DE MEON,12246_V
26.0,,RUE,CASTETNAU,12247_V
42.0,,RUE,DE MEON,12248_V
31.0,,RUE,MICHEL HOUNAU,12249_V
9001.0,,RUE,VICTOR HUGO,12250_V
9197.0,,,CHEMIN DE LONS,12251_V
2.0,,RUE,DES ALLIES,12252_V
73.0,,AV,DE MONTARDON,12253_V
18.0,,RUE,BONADO,12254_V
38.0,,AV,DU GENERAL LECLERC,12255_V
1.0,,AV,DES DAMES DE ST MAUR,12256_V
6.0,,RUE,DU GYPAETE,12257_V
2.0,,RUE,DU VIEUX BOURG,12258_V
29.0,,RUE,DU GENERAL FOY,12259_V
17.0,T,RUE,JEANNE LASSANSAA,12260_V
7.0,,AV,DU MOULIN,12261_V
4.0,,RUE,DE BOYRIE,12262_V
32.0,,AV,FEDERICO GARCIA LORCA,12263_V
2.0,,RUE,OLYMPE DE GOUGES,12264_V
9172.0,,CHE,DE FRANCOY,12265_V
9002.0,,,PALAIS DES PYRENEES BLOC B,12266_V
15.0,,RTE,DE BAYONNE,12267_V
129.0,,AV,DU TONKIN,12268_V
3.0,,RUE,DE LA CONCORDE,12269_V
391.0,,BD,DU CAMI SALIE,12270_V
186.0,,BD,DE LA PAIX,12271_V
21.0,,RUE,PALASSOU,12272_V
30.0,,RUE,SAINT EXUPERY,12273_V
82.0,,BD,D ALSACE LORRAINE,12274_V
52.0,,BD,CHAMPETIER DE RIBES,12275_V
84.0,,RUE,DU QUATORZE JUILLET,12276_V
44.0,,ALL,DU BOIS DE LONS,12277_V
4.0,,RUE,DU COLONEL GLOXIN,12278_V
7.0,,RUE,JEAN JOVE,12279_V
9602.0,,ZAC,SAINT SIGISMOND,12280_V
2.0,,RUE,LOUIS BARTHOU,12281_V
7.0,,IMP,D OSSAU,12282_V
2.0,,RUE,DE LONGCHAMP,12283_V
9.0,,AV,DE BUROS,12284_V
11.0,,RUE,CARNOT,12285_V
19.0,B,RUE,SAMONZET,12286_V
9.0,,RUE,ALEXANDER TAYLOR,12287_V
20.0,,RUE,TRAN,12288_V
3.0,,RUE,EMILE GARET,12289_V
14.0,,PL,PIERRE ET MARIE CURIE,12290_V
2.0,,RUE,HENRI FAISANS,12291_V
9142.0,,RUE,DES LANNES,12292_V
1.0,,RUE,D'ELISA,12293_V
13.0,,RUE,ALFRED DE LASSENCE,12294_V
9018.0,,RUE,DES CHASSEURS,12295_V
5.0,B,RUE,MULOT,12296_V
9002.0,,RUE,DU LYS,12297_V
4.0,,RUE,DEVERIA,12298_V
2.0,,RUE,DE NOLIVOS,12299_V
32.0,,RUE,RONSARD,12300_V
317.0,,BD,DE LA PAIX,12301_V
99.0,,BD,D ALSACE LORRAINE,12302_V
3.0,,RUE,HENRI IV,12303_V
15.0,,ALL,DU FRONTON,12304_V
2.0,,PL,DE LA HAUTE BIELLE,12305_V
2.0,,RUE,DE LA CASCADE,12306_V
10.0,,IMP,DE LA PASSERELLE,12307_V
33.0,,RUE,LOUIS BARTHOU,12308_V
4.0,,LOT,BELLEVUE,12309_V
17.0,,RUE,LEON GAMBETTA,12310_V
7.0,,ALL,DU FRONTON,12311_V
9179.0,,,GOURETTE,12312_V
49.0,,RUE,DU PORT,12313_V
14.0,,AV,CASTELLANE,12314_V
12.0,,RUE,MAYTIE,12315_V
8.0,,RUE,MAYTIE,12316_V
9001.0,,PL,EUGENIE,12317_V
514.0,,RTE,DE LYS,12318_V
43.0,,RUE,LOUIS BARTHOU,12319_V
9148.0,,RES,LE MAILHNE,12320_V
2.0,,ALL,DE LA GRAVIERE,12321_V
5.0,,AV,GENERAL MAC CROSKEY,12322_V
9001.0,,RES,JOUANETOTTE,12323_V
4.0,,AV,DU ONZE NOVEMBRE 1918,12324_V
80.0,,,KIROLETAKO ATEKAMOTZA,12325_V
35.0,,RUE,TOURASSE,12326_V
15.0,,RUE,DU FORT,12327_V
7.0,,AV,DES MIMOSAS,12328_V
2.0,,RUE,ERMEND BONNAL,12329_V
9001.0,,RES,DU CLOS ST MARTIN,12330_V
9.0,,BD,THIERS,12331_V
2.0,,AV,DES MAGNOLIAS,12332_V
9001.0,,RES,OLDARRA,12333_V
6.0,,AV,ANDENIA,12334_V
1.0,,AV,LAHONTINE,12335_V
3.0,,AV,DE LA REINE VICTORIA,12336_V
8.0,,RUE,PANNECAU,12337_V
95.0,,CHE,LANDABOURE,12338_V
9614.0,,CHE,DE TEILLERIA,12339_V
6.0,,RUE,DES TONNELIERS,12340_V
9.0,,RUE,O SHEA,12341_V
89.0,,ALL,DE L EMPEREUR,12342_V
26.0,,ALL,JEAN DUFOURG,12343_V
34.0,,RUE,SAINTE MARGUERITE,12344_V
6.0,,CHE,DU MOULIN DE HABAS,12345_V
3.0,,AV,DE LA LEGION TCHEQUE,12346_V
4.0,,RUE,PEYROLOUBILH,12347_V
10.0,,ALL,DE NIERT,12348_V
