Commune,Code departement,idCommune
SAINT LAURENT MEDOC,33,854_C
LE VERDON SUR MER,33,855_C
LESPARRE-MEDOC,33,856_C
VERTHEUIL,33,857_C
SAINT-VIVIEN-DE-MEDOC,33,858_C
MONTPELLIER,34,859_C
PALAVAS-LES-FLOTS,34,860_C
MAUGUIO,34,861_C
JUVIGNAC,34,862_C
PEROLS,34,863_C
LE CRES,34,864_C
LA GRANDE MOTTE,34,865_C
CASTELNAU LE LEZ,34,866_C
LATTES,34,867_C
SAINT-AUNES,34,868_C
SAINT-JEAN-DE-VEDAS,34,869_C
GRABELS,34,870_C
FRONTIGNAN,34,871_C
SETE,34,872_C
VIC-LA-GARDIOLE,34,873_C
BOUZIGUES,34,874_C
BALARUC LES BAINS,34,875_C
VENDARGUES,34,876_C
GANGES,34,877_C
LUNEL,34,878_C
CLERMONT L HERAULT,34,879_C
SAINT-GELY-DU-FESC,34,880_C
MEZE,34,881_C
SUSSARGUES,34,882_C
MARSILLARGUES,34,883_C
GIGEAN,34,884_C
JACOU,34,885_C
MAS-DE-LONDRES,34,886_C
SAINT CLEMENT DE RIVIERE,34,887_C
CASTRIES,34,888_C
BAILLARGUES,34,889_C
POUSSAN,34,890_C
LAROQUE,34,891_C
MONTBAZIN,34,892_C
PRADES-LE-LEZ,34,893_C
BEAULIEU,34,894_C
BALARUC LE VIEUX,34,895_C
SAINT-SERIES,34,896_C
VILLENEUVE-LES-MAGUELONE,34,897_C
SAINT-BRES,34,898_C
PLAISSAN,34,899_C
LODEVE,34,900_C
SAINT-FELIX-DE-LODEZ,34,901_C
LOUPIAN,34,902_C
CAZILHAC,34,903_C
SAINT PAUL ET VALMALLE,34,904_C
SAINT-ANDRE-DE-SANGONIS,34,905_C
POUZOLS,34,906_C
ASSAS,34,907_C
ENTRE-VIGNES,34,908_C
NEBIAN,34,909_C
SAINT-DREZERY,34,910_C
GIGNAC,34,911_C
MONTPEYROUX,34,912_C
MONTARNAUD,34,913_C
VALRAS-PLAGE,34,914_C
CESSERAS,34,915_C
BEZIERS,34,916_C
SERIGNAN,34,917_C
AGDE,34,918_C
PEZENAS,34,919_C
MARSEILLAN,34,920_C
BEDARIEUX,34,921_C
VENDRES,34,922_C
VIAS,34,923_C
PUISSERGUIER,34,924_C
CAUX,34,925_C
MONTADY,34,926_C
LAMALOU-LES-BAINS,34,927_C
BOUJAN-SUR-LIBRON,34,928_C
PORTIRAGNES,34,929_C
POMEROLS,34,930_C
PACE,35,931_C
BOURGBARRE,35,932_C
RENNES,35,933_C
BETTON,35,934_C
CESSON-SEVIGNE,35,935_C
NOYAL-CHATILLON-SUR-SEICHE,35,936_C
CHANTEPIE,35,937_C
VEZIN-LE-COQUET,35,938_C
BRUZ,35,939_C
CHARTRES-DE-BRETAGNE,35,940_C
ST JACQUES DE LA LANDE,35,941_C
SAINT-GREGOIRE,35,942_C
VERN-SUR-SEICHE,35,943_C
LA CHAPELLE DES FOUGERETZ,35,944_C
PONT-PEAN,35,945_C
ACIGNE,35,946_C
PARTHENAY-DE-BRETAGNE,35,947_C
ORGERES,35,948_C
MELESSE,35,949_C
CHAVAGNE,35,950_C
IRODOUER,35,951_C
SAINT-AUBIN-D AUBIGNE,35,952_C
BREAL-SOUS-MONTFORT,35,953_C
MORDELLES,35,954_C
MONTAUBAN-DE-BRETAGNE,35,955_C
LIFFRE,35,956_C
CHATEAUGIRON,35,957_C
LE RHEU,35,958_C
BRETEIL,35,959_C
NOUVOITOU,35,960_C
BEDEE,35,961_C
JANZE,35,962_C
THORIGNE-FOUILLARD,35,963_C
SAINT-MEEN-LE-GRAND,35,964_C
MONTFORT-SUR-MEU,35,965_C
L'HERMITAGE,35,966_C
HEDE-BAZOUGES,35,967_C
LA MEZIERE,35,968_C
SAINT-ARMEL,35,969_C
SENS-DE-BRETAGNE,35,970_C
MONTREUIL-SUR-ILLE,35,971_C
GOVEN,35,972_C
REDON,35,973_C
BAIN-DE-BRETAGNE,35,974_C
LA CHAPELLE BOUEXIC,35,975_C
GUICHEN,35,976_C
POLIGNE,35,977_C
BOURG-DES-COMPTES,35,978_C
SAINT-MALO,35,979_C
DINARD,35,980_C
PLEUGUENEUC,35,981_C
SAINT-LUNAIRE,35,982_C
CANCALE,35,983_C
PLEURTUIT,35,984_C
DOL DE BRETAGNE,35,985_C
SAINT-BRIAC-SUR-MER,35,986_C
MINIAC-MORVAN,35,987_C
LA GOUESNIERE,35,988_C
LA RICHARDAIS,35,989_C
SAINT-DOMINEUC,35,990_C
LE TRONCHET,35,991_C
ROZ-SUR-COUESNON,35,992_C
SAINT-MELOIR-DES-ONDES,35,993_C
SAINT-JOUAN-DES-GUERETS,35,994_C
DOMAGNE,35,995_C
LA GUERCHE-DE-BRETAGNE,35,996_C
VITRE,35,997_C
CHATEAUBOURG,35,998_C
RETIERS,35,999_C
VAL-D'IZE,35,1000_C
CHATEAUROUX,36,1001_C
LA CHATRE,36,1002_C
JOUE LES TOURS,37,1003_C
TOURS,37,1004_C
LA RICHE,37,1005_C
MONTLOUIS-SUR-LOIRE,37,1006_C
SAINT-PIERRE-DES-CORPS,37,1007_C
SAINT AVERTIN,37,1008_C
FONDETTES,37,1009_C
SAINT CYR SUR LOIRE,37,1010_C
NOTRE-DAME-D OE,37,1011_C
ROCHECORBON,37,1012_C
LA MEMBROLLE-SUR-CHOISILLE,37,1013_C
BALLAN MIRE,37,1014_C
CHAMBRAY LES TOURS,37,1015_C
AMBOISE,37,1016_C
RICHELIEU,37,1017_C
BOURGUEIL,37,1018_C
LOCHES,37,1019_C
DESCARTES,37,1020_C
GRENOBLE,38,1021_C
SAINT-MARTIN-D'HERES,38,1022_C
GIERES,38,1023_C
LA TRONCHE,38,1024_C
MEYLAN,38,1025_C
MONTBONNOT-SAINT-MARTIN,38,1026_C
ECHIROLLES,38,1027_C
SAINT-NAZAIRE-LES-EYMES,38,1028_C
BIVIERS,38,1029_C
SAINT-ISMIER,38,1030_C
EYBENS,38,1031_C
POISAT,38,1032_C
CORENC,38,1033_C
LA TERRASSE,38,1034_C
VOIRON,38,1035_C
DOMENE,38,1036_C
FROGES,38,1037_C
PONTCHARRA,38,1038_C
VIZILLE,38,1039_C
SAINT-EGREVE,38,1040_C
FONTANIL-CORNILLON,38,1041_C
CRETS EN BELLEDONNE,38,1042_C
SAINT-MARTIN-LE-VINOUX,38,1043_C
TENCIN,38,1044_C
ALLEVARD,38,1045_C
VILLARD-BONNOT,38,1046_C
LE HAUT-BREDA,38,1047_C
SAINT-MARTIN-D'URIAGE,38,1048_C
VOREPPE,38,1049_C
CHAMROUSSE,38,1050_C
LA BUISSE,38,1051_C
NOTRE-DAME-DE-MESAGE,38,1052_C
SAINT-PIERRE-DE-CHARTREUSE,38,1053_C
BRIE-ET-ANGONNES,38,1054_C
GONCELIN,38,1055_C
VAULNAVEYS-LE-BAS,38,1056_C
LES ADRETS,38,1057_C
LE VERSOUD,38,1058_C
LE CHEYLAS,38,1059_C
SAINT-ETIENNE-DE-CROSSEY,38,1060_C
CROLLES,38,1061_C
GRESSE-EN-VERCORS,38,1062_C
HUEZ,38,1063_C
LES DEUX ALPES,38,1064_C
SASSENAGE,38,1065_C
AUTRANS-MEAUDRE EN VERCORS,38,1066_C
SEYSSINET-PARISET,38,1067_C
VILLARD-DE-LANS,38,1068_C
FONTAINE,38,1069_C
VAUJANY,38,1070_C
CORRENCON-EN-VERCORS,38,1071_C
LE PONT-DE-CLAIX,38,1072_C
CLAIX,38,1073_C
CORPS,38,1074_C
LE BOURG-D'OISANS,38,1075_C
BESSE,38,1076_C
AURIS,38,1077_C
LANS-EN-VERCORS,38,1078_C
LE GUA,38,1079_C
SAINT-CLAIR-DE-LA-TOUR,38,1080_C
BOURGOIN-JALLIEU,38,1081_C
VILLEFONTAINE,38,1082_C
SAINT-JUST-CHALEYSSIN,38,1083_C
L'ISLE-D'ABEAU,38,1084_C
LA VERPILLIERE,38,1085_C
ANTHON,38,1086_C
PONT-DE-CHERUY,38,1087_C
RIVES,38,1088_C
SAINT-ETIENNE-DE-SAINT-GEOIRS,38,1089_C
SAINT-MARCELLIN,38,1090_C
SAINT-JEAN-DE-MOIRANS,38,1091_C
TULLINS,38,1092_C
VINAY,38,1093_C
MOIRANS,38,1094_C
BEAUCROISSANT,38,1095_C
SAINT-GEOIRS,38,1096_C
ROYBON,38,1097_C
IZEAUX,38,1098_C
LES ROUSSES,39,1099_C
SAINT-CLAUDE,39,1100_C
DOLE,39,1101_C
CHAMPAGNOLE,39,1102_C
ARBOIS,39,1103_C
TAVAUX,39,1104_C
HAUTS DE BIENNE,39,1105_C
SAMPANS,39,1106_C
LONS LE SAUNIER,39,1107_C
SEPTMONCEL LES MOLUNES,39,1108_C
BOIS-D AMONT,39,1109_C
PREMANON,39,1110_C
POLIGNY,39,1111_C
PERRIGNY,39,1112_C
MONTMOROT,39,1113_C
OFFLANGES,39,1114_C
LAVANS-LES-SAINT-CLAUDE,39,1115_C
SALINS LES BAINS,39,1116_C
MOIRANS-EN-MONTAGNE,39,1117_C
CLAIRVAUX-LES-LACS,39,1118_C
BELLEFONTAINE,39,1119_C
RAVILLOLES,39,1120_C
ST-JULIEN-EN-BORN,40,1121_C
DAX,40,1122_C
ST-VINCENT-DE-TYROSSE,40,1123_C
TOSSE,40,1124_C
SAINT-PIERRE-DU-MONT,40,1125_C
MOLIETS-ET-MAA,40,1126_C
PEYREHORADE,40,1127_C
SEIGNOSSE,40,1128_C
MONT-DE-MARSAN,40,1129_C
TARNOS,40,1130_C
SOORTS-HOSSEGOR,40,1131_C
ST-GEOURS-MAREMNE,40,1132_C
SANGUINET,40,1133_C
VIELLE-ST-GIRONS,40,1134_C
VIEUX BOUCAU-LES-BAINS,40,1135_C
LIT ET MIXE,40,1136_C
BISCARROSSE,40,1137_C
ST-PAUL-LES-DAX,40,1138_C
CAPBRETON,40,1139_C
LABENNE,40,1140_C
SOUSTONS,40,1141_C
ONDRES,40,1142_C
MONTGAILLARD,40,1143_C
AIRE-SUR-L'ADOUR,40,1144_C
ST-MARTIN-DE-SEIGNANX,40,1145_C
ANGRESSE,40,1146_C
MIMIZAN,40,1147_C
HAGETMAU,40,1148_C
ORIST,40,1149_C
LEON,40,1150_C
ST-MARTIN-DE-HINX,40,1151_C
BIAS,40,1152_C
POYANNE,40,1153_C
ST-VINCENT-DE-PAUL,40,1154_C
RION-DES-LANDES,40,1155_C
TARTAS,40,1156_C
AUREILHAN,40,1157_C
SAINT-SEVER,40,1158_C
PARENTIS EN BORN,40,1159_C
BENESSE-MAREMNE,40,1160_C
VENDOME,41,1161_C
BLOIS,41,1162_C
MONTRICHARD VAL DE CHER,41,1163_C
MAROLLES,41,1164_C
ROMORANTIN-LANTHENAY,41,1165_C
VINEUIL,41,1166_C
LA CHAUSSEE SAINT VICTOR,41,1167_C
VILLEBAROU,41,1168_C
SAINT-ETIENNE,42,1169_C
SAINT-JEAN-BONNEFONDS,42,1170_C
LA TALAUDIERE,42,1171_C
SAINT GENEST LERPT,42,1172_C
GENILAC,42,1173_C
FIRMINY,42,1174_C
SAINT-PAUL-EN-JAREZ,42,1175_C
SAINT-CHAMOND,42,1176_C
LA RICAMARIE,42,1177_C
ROCHE-LA-MOLIERE,42,1178_C
LA GRAND-CROIX,42,1179_C
SAINT-JOSEPH,42,1180_C
SAINT-PRIEST-EN-JAREZ,42,1181_C
PELUSSIN,42,1182_C
LA FOUILLOUSE,42,1183_C
L ETRAT,42,1184_C
VILLARS,42,1185_C
LORETTE,42,1186_C
LE CHAMBON-FEUGEROLLES,42,1187_C
FRAISSES,42,1188_C
SORBIERS,42,1189_C
CHAVANAY,42,1190_C
RIVE-DE-GIER,42,1191_C
FARNAY,42,1192_C
SAINT-PAUL-EN-CORNILLON,42,1193_C
UNIEUX,42,1194_C
L HORME,42,1195_C
SAVIGNEUX,42,1196_C
SAINT-MARCELLIN-EN-FOREZ,42,1197_C
ANDREZIEUX-BOUTHEON,42,1198_C
CHAZELLES SUR LYON,42,1199_C
BOEN-SUR-LIGNON,42,1200_C
MONTBRISON,42,1201_C
VEAUCHE,42,1202_C
MONTROND-LES-BAINS,42,1203_C
SAINT-JUST-SAINT-RAMBERT,42,1204_C
SAINT-GALMIER,42,1205_C
FEURS,42,1206_C
SAINT-ROMAIN-LE-PUY,42,1207_C
SAINT-BONNET-LE-CHATEAU,42,1208_C
SOLEYMIEUX,42,1209_C
CHALMAZEL-JEANSAGNIERE,42,1210_C
PRECIEUX,42,1211_C
ROANNE,42,1212_C
CHARLIEU,42,1213_C
VILLEREST,42,1214_C
SAINT-JUST-EN-CHEVALET,42,1215_C
RIORGES,42,1216_C
NEULISE,42,1217_C
LE COTEAU,42,1218_C
MABLY,42,1219_C
BALBIGNY,42,1220_C
PERREUX,42,1221_C
BRIENNON,42,1222_C
SAINT-HAON-LE-CHATEL,42,1223_C
LE PUY EN VELAY,43,1224_C
SAINTE-SIGOLENE,43,1225_C
SEAUVE-SUR-SEMENE (LA),43,1226_C
SAINT-PAL-DE-MONS,43,1227_C
LE CHAMBON SUR LIGNON,43,1228_C
LANGEAC,43,1229_C
ESPALY-SAINT-MARCEL,43,1230_C
SAINT-DIDIER-EN-VELAY,43,1231_C
BRIVES-CHARENSAC,43,1232_C
AUREC-SUR-LOIRE,43,1233_C
ARAULES,43,1234_C
VIEILLE-BRIOUDE,43,1235_C
PONT-SALOMON,43,1236_C
BRIOUDE,43,1237_C
YSSINGEAUX,43,1238_C
BEAUZAC,43,1239_C
SAINT JUST MALMONT,43,1240_C
NANTES,44,1241_C
ST SEBASTIEN SUR LOIRE,44,1242_C
ST-HERBLAIN,44,1243_C
INDRE,44,1244_C
THOUARE-SUR-LOIRE,44,1245_C
CHAPELLE-SUR-ERDRE (LA),44,1246_C
REZE,44,1247_C
BOUGUENAIS,44,1248_C
SUCE-SUR-ERDRE,44,1249_C
ST-PHILBERT-DE-GRAND-LIEU,44,1250_C
BASSE-GOULAINE,44,1251_C
TREILLIERES,44,1252_C
LIGNE,44,1253_C
SORINIERES (LES),44,1254_C
AIGREFEUILLE SUR MAINE,44,1255_C
CARQUEFOU,44,1256_C
MACHECOUL-SAINT-MEME,44,1257_C
SAINTE-LUCE-SUR-LOIRE,44,1258_C
MOUZEIL,44,1259_C
HAIE-FOUASSIERE (LA),44,1260_C
ORVAULT,44,1261_C
VERTOU,44,1262_C
ANCENIS-SAINT-GEREON,44,1263_C
MAISDON-SUR-SEVRE,44,1264_C
CLISSON,44,1265_C
SAINT-JULIEN-DE-CONCELLES,44,1266_C
BOUAYE,44,1267_C
PONT-SAINT-MARTIN,44,1268_C
GRANDCHAMP-DES-FONTAINES,44,1269_C
LOROUX-BOTTEREAU (LE),44,1270_C
RIAILLE,44,1271_C
LOIREAUXENCE,44,1272_C
SAUTRON,44,1273_C
CHAPELLE-HEULIN (LA),44,1274_C
LA BERNERIE EN RETZ,44,1275_C
SAINT BREVIN LES PINS,44,1276_C
PORNIC,44,1277_C
SAINT-MICHEL-CHEF-CHEF,44,1278_C
LA PLAINE-SUR-MER,44,1279_C
SAINTE PAZANNE,44,1280_C
SAINT-PERE-EN-RETZ,44,1281_C
LA MONTAGNE,44,1282_C
PELLERIN (LE),44,1283_C
PAIMBOEUF,44,1284_C
PREFAILLES,44,1285_C
PORNICHET,44,1286_C
SAINT-NAZAIRE,44,1287_C
COUERON,44,1288_C
BESNE,44,1289_C
BLAIN,44,1290_C
TRIGNAC,44,1291_C
MISSILLAC,44,1292_C
MONTOIR-DE-BRETAGNE,44,1293_C
SAINT-ETIENNE-DE-MONTLUC,44,1294_C
SAVENAY,44,1295_C
GUEMENE PENFAO,44,1296_C
SAINT-MALO-DE-GUERSAC,44,1297_C
SAINTE-REINE-DE-BRETAGNE,44,1298_C
LE TEMPLE DE BRETAGNE,44,1299_C
SAINT-NICOLAS-DE-REDON,44,1300_C
DONGES,44,1301_C
CAMPBON,44,1302_C
VIGNEUX DE BRETAGNE,44,1303_C
LE POULIGUEN,44,1304_C
GUERANDE,44,1305_C
LA TURBALLE,44,1306_C
BATZ-SUR-MER,44,1307_C
LA BAULE-ESCOUBLAC,44,1308_C
MESQUER,44,1309_C
LE CROISIC,44,1310_C
SAINT-ANDRE-DES-EAUX,44,1311_C
PIRIAC-SUR-MER,44,1312_C
SAINT MOLF,44,1313_C
NORT SUR ERDRE,44,1314_C
CHATEAUBRIANT,44,1315_C
ST JEAN DE BRAYE,45,1316_C
ORLEANS,45,1317_C
OLIVET,45,1318_C
LA CHAPELLE ST MESMIN,45,1319_C
ST JEAN DE LA RUELLE,45,1320_C
SAINT-JEAN-LE-BLANC,45,1321_C
CHANTEAU,45,1322_C
SAINT-HILAIRE-SAINT-MESMIN,45,1323_C
FLEURY LES AUBRAIS,45,1324_C
INGRE,45,1325_C
SEMOY,45,1326_C
SAINT-PRYVE-SAINT-MESMIN,45,1327_C
SARAN,45,1328_C
SAINT-DENIS-EN-VAL,45,1329_C
CHECY,45,1330_C
BOULAY-LES-BARRES,45,1331_C
BEAUGENCY,45,1332_C
ARDON,45,1333_C
LA FERTE SAINT-AUBIN,45,1334_C
NEUVILLE-AUX-BOIS,45,1335_C
LAILLY EN VAL,45,1336_C
CHATEAUNEUF S LOIRE,45,1337_C
JARGEAU,45,1338_C
SANDILLON,45,1339_C
MEUNG-SUR-LOIRE,45,1340_C
PATAY,45,1341_C
MONTARGIS,45,1342_C
CHALETTE-SUR-LOING,45,1343_C
SAINT-HILAIRE-LES-ANDRESIS,45,1344_C
AMILLY,45,1345_C
CEPOY,45,1346_C
PUISEAUX,45,1347_C
LE MALESHERBOIS,45,1348_C
PITHIVIERS,45,1349_C
BEAUNE-LA-ROLANDE,45,1350_C
GIEN,45,1351_C
SULLY-SUR-LOIRE,45,1352_C
BRIARE,45,1353_C
CAHORS,46,1354_C
LE PASSAGE,47,1355_C
AGEN,47,1356_C
LAYRAC,47,1357_C
LAFOX,47,1358_C
CASTELJALOUX,47,1359_C
BOE,47,1360_C
COLAYRAC ST CIRQ,47,1361_C
NERAC,47,1362_C
AIGUILLON,47,1363_C
MARMANDE,47,1364_C
TONNEINS,47,1365_C
VILLENEUVE SUR LOT,47,1366_C
VILLEREAL,47,1367_C
FUMEL,47,1368_C
MONFLANQUIN,47,1369_C
CASTELNAUD DE GRATECAMBE,47,1370_C
MENDE,48,1371_C
LANGOGNE,48,1372_C
MEYRUEIS,48,1373_C
MARVEJOLS,48,1374_C
MONT LOZERE ET GOULET,48,1375_C
VILLEFORT,48,1376_C
PEYRE EN AUBRAC,48,1377_C
ANGERS,49,1378_C
LES PONTS DE CE,49,1379_C
TIERCE,49,1380_C
SAINT-BARTHELEMY-D ANJOU,49,1381_C
MURS-ERIGNE,49,1382_C
TRELAZE,49,1383_C
STE GEMMES SUR LOIRE,49,1384_C
CHEFFES,49,1385_C
VERRIERES-EN-ANJOU,49,1386_C
RIVES-DU-LOIR-EN-ANJOU,49,1387_C
BRISSAC LOIRE AUBANCE,49,1388_C
AVRILLE,49,1389_C
SAINT-GEORGES-SUR-LOIRE,49,1390_C
BOUCHEMAINE,49,1391_C
MONTREUIL-JUIGNE,49,1392_C
CHOLET,49,1393_C
CHEMILLE-EN-ANJOU,49,1394_C
TREMENTINES,49,1395_C
BEAUPREAU-EN-MAUGES,49,1396_C
LA TESSOUALLE,49,1397_C
SAUMUR,49,1398_C
FONTEVRAUD L ABBAYE,49,1399_C
MAZE-MILON,49,1400_C
SEGRE-EN-ANJOU BLEU,49,1401_C
AGNEAUX,50,1402_C
SAINT-LO,50,1403_C
MOON-SUR-ELLE,50,1404_C
CARENTAN LES MARAIS,50,1405_C
GRANVILLE,50,1406_C
AVRANCHES,50,1407_C
GRANDPARIGNY,50,1408_C
DONVILLE-LES-BAINS,50,1409_C
SAINT-HILAIRE-DU-HARCOUET,50,1410_C
BRECEY,50,1411_C
JULLOUVILLE,50,1412_C
PONTORSON,50,1413_C
CHERBOURG-EN-COTENTIN,50,1414_C
COUTANCES,50,1415_C
SAINT-GERMAIN-SUR-AY,50,1416_C
GAVRAY-SUR-SIENNE,50,1417_C
GOUVILLE-SUR-MER,50,1418_C
AGON-COUTAINVILLE,50,1419_C
PIROU,50,1420_C
PERIERS,50,1421_C
LESSAY,50,1422_C
LA HAYE,50,1423_C
BARNEVILLE-CARTERET,50,1424_C
SAINT-VAAST-LA-HOUGUE,50,1425_C
BAUBIGNY,50,1426_C
VALOGNES,50,1427_C
PORT-BAIL-SUR-MER,50,1428_C
CHALONS EN CHAMPAGNE,51,1429_C
SAINT-MEMMIE,51,1430_C
SAINTE MENEHOULD,51,1431_C
BLACY,51,1432_C
VITRY LE FRANCOIS,51,1433_C
FRIGNICOURT,51,1434_C
EPERNAY,51,1435_C
DORMANS,51,1436_C
VINAY,51,1437_C
CRAMANT,51,1438_C
AVIZE,51,1439_C
MAREUIL-LE-PORT,51,1440_C
REIMS,51,1441_C
TINQUEUX,51,1442_C
DIZY,51,1443_C
AY-CHAMPAGNE,51,1444_C
CORMONTREUIL,51,1445_C
SAINT BRICE COURCELLES,51,1446_C
CHIGNY-LES-ROSES,51,1447_C
SILLERY,51,1448_C
BETHENY,51,1449_C
BEZANNES,51,1450_C
FISMES,51,1451_C
WITRY-LES-REIMS,51,1452_C
MAGENTA,51,1453_C
AVENAY-VAL-D'OR,51,1454_C
NOGENT,52,1455_C
CHAUMONT,52,1456_C
LANGRES,52,1457_C
CHATEAU-GONTIER-SUR-MAYENNE,53,1458_C
CONGRIER,53,1459_C
LAVAL,53,1460_C
CHANGE,53,1461_C
ST FRAIMBAULT DE PRIERES,53,1462_C
MAYENNE,53,1463_C
ESSEY LES NANCY,54,1464_C
NANCY,54,1465_C
VANDOEUVRE LES NANCY,54,1466_C
PONT A MOUSSON,54,1467_C
SAINT MAX,54,1468_C
JARVILLE LA MALGRANGE,54,1469_C
MALZEVILLE,54,1470_C
VILLERS LES NANCY,54,1471_C
CHAMPIGNEULLES,54,1472_C
MEREVILLE,54,1473_C
PULNOY,54,1474_C
MAXEVILLE,54,1475_C
LAXOU,54,1476_C
FROUARD,54,1477_C
BOUXIERES-AUX-DAMES,54,1478_C
LANEUVEVILLE-DEVANT-NANCY,54,1479_C
CUSTINES,54,1480_C
TOMBLAINE,54,1481_C
RICHARDMENIL,54,1482_C
HEILLECOURT,54,1483_C
PONT-SAINT-VINCENT,54,1484_C
HAROUE,54,1485_C
VARANGEVILLE,54,1486_C
SAINT-NICOLAS-DE-PORT,54,1487_C
VAL DE BRIEY,54,1488_C
LONGWY,54,1489_C
TRIEUX,54,1490_C
GORCY,54,1491_C
HAUCOURT-MOULAINE,54,1492_C
JOEUF,54,1493_C
JARNY,54,1494_C
SAULNES,54,1495_C
HOMECOURT,54,1496_C
TUCQUEGNIEUX,54,1497_C
MONT SAINT MARTIN,54,1498_C
REHON,54,1499_C
AUBOUE,54,1500_C
LONGLAVILLE,54,1501_C
THIL,54,1502_C
LONGUYON,54,1503_C
HERSERANGE,54,1504_C
HUSSIGNY GODBRANGE,54,1505_C
VILLERUPT,54,1506_C
COSNES-ET-ROMAIN,54,1507_C
CONS-LA-GRANDVILLE,54,1508_C
HATRIZE,54,1509_C
VALLEROY,54,1510_C
LUNEVILLE,54,1511_C
VATHIMENIL,54,1512_C
DAMELEVIERES,54,1513_C
MONT-SUR-MEURTHE,54,1514_C
BLAINVILLE-SUR-L EAU,54,1515_C
FOUG,54,1516_C
PIERRE-LA-TREICHE,54,1517_C
ECROUVES,54,1518_C
TOUL,54,1519_C
DOMMARTIN-LES-TOUL,54,1520_C
VILLEY-SAINT-ETIENNE,54,1521_C
DOMGERMAIN,54,1522_C
THIAUCOURT-REGNIEVILLE,54,1523_C
BELLEVILLE SUR MEUSE,55,1524_C
VERDUN,55,1525_C
ARZON,56,1526_C
SAINT-AVE,56,1527_C
VANNES,56,1528_C
ARRADON,56,1529_C
PLOEREN,56,1530_C
PLOUHINEC,56,1531_C
GUIDEL,56,1532_C
GAVRES,56,1533_C
LARMOR-PLAGE,56,1534_C
LORIENT,56,1535_C
LOCMIQUELIC,56,1536_C
INZINZAC-LOCHRIST,56,1537_C
PORT-LOUIS,56,1538_C
GESTEL,56,1539_C
HENNEBONT,56,1540_C
PLOEMEUR,56,1541_C
LANESTER,56,1542_C
RIANTEC,56,1543_C
CLEGUER,56,1544_C
KERVIGNAC,56,1545_C
LANGUIDIC,56,1546_C
BRECH,56,1547_C
PLOEMEL,56,1548_C
AURAY,56,1549_C
CARNAC,56,1550_C
LOCMARIA,56,1551_C
LE PALAIS,56,1552_C
SAINT-PIERRE-QUIBERON,56,1553_C
QUIBERON,56,1554_C
BELZ,56,1555_C
LA TRINITE SUR MER,56,1556_C
ERDEVEN,56,1557_C
LE BONO,56,1558_C
ETEL,56,1559_C
SAUZON,56,1560_C
SAINTE-ANNE-D'AURAY,56,1561_C
SAINT-PHILIBERT,56,1562_C
PLUVIGNER,56,1563_C
PLUNERET,56,1564_C
PLOUHARNEL,56,1565_C
MALESTROIT,56,1566_C
PLOERMEL,56,1567_C
PONTIVY,56,1568_C
LIGNOL,56,1569_C
BAUD,56,1570_C
NEVERS,58,1571_C
FOURCHAMBAULT,58,1572_C
VARENNES-VAUZELLES,58,1573_C
IMPHY,58,1574_C
COULANGES LES NEVERS,58,1575_C
DECIZE,58,1576_C
SAINT ELOI,58,1577_C
LILLE,59,1578_C
LA MADELEINE,59,1579_C
MONS EN BAROEUL,59,1580_C
LAMBERSART,59,1581_C
FACHES THUMESNIL,59,1582_C
SAINT-ANDRE,59,1583_C
WAMBRECHIES,59,1584_C
RONCHIN,59,1585_C
MARQUETTE-LEZ-LILLE,59,1586_C
VILLENEUVE-D'ASCQ,59,1587_C
FOURNES-EN-WEPPES,59,1588_C
CROIX,59,1589_C
LYS LEZ LANNOY,59,1590_C
ROUBAIX,59,1591_C
WATTRELOS,59,1592_C
WAVRIN,59,1593_C
PHALEMPIN,59,1594_C
LESQUIN,59,1595_C
LANNOY,59,1596_C
ENNETIERES-EN-WEPPES,59,1597_C
LOOS,59,1598_C
SEQUEDIN,59,1599_C
ALLENNES-LES-MARAIS,59,1600_C
WATTIGNIES,59,1601_C
WASQUEHAL,59,1602_C
AVELIN,59,1603_C
WILLEMS,59,1604_C
HAUBOURDIN,59,1605_C
SECLIN,59,1606_C
PONT-A-MARCQ,59,1607_C
TEMPLEUVE EN PEVELE,59,1608_C
CYSOING,59,1609_C
HALLENNES-LEZ-HAUBOURDIN,59,1610_C
HEM,59,1611_C
BERSEE,59,1612_C
MOUVAUX,59,1613_C
MARCQ EN BAROEUL,59,1614_C
RONCQ,59,1615_C
TOURCOING,59,1616_C
ARMENTIERES,59,1617_C
PERENCHIES,59,1618_C
HALLUIN,59,1619_C
DEULEMONT,59,1620_C
NEUVILLE EN FERRAIN,59,1621_C
BONDUES,59,1622_C
LINSELLES,59,1623_C
QUESNOY SUR DEULE,59,1624_C
GRANDE-SYNTHE,59,1625_C
BAILLEUL,59,1626_C
HAZEBROUCK,59,1627_C
DOUAI,59,1628_C
LAMBRES LEZ DOUAI,59,1629_C
SIN LE NOBLE,59,1630_C
SOMAIN,59,1631_C
FAUMONT,59,1632_C
PECQUENCOURT,59,1633_C
MAUBEUGE,59,1634_C
CAUDRY,59,1635_C
CAMBRAI,59,1636_C
RAISMES,59,1637_C
VALENCIENNES,59,1638_C
MARLY,59,1639_C
SAINT-AMAND-LES-EAUX,59,1640_C
ANZIN,59,1641_C
HASNON,59,1642_C
TRITH-ST-LEGER,59,1643_C
DENAIN,59,1644_C
BEAUVAIS,60,1645_C
MERU,60,1646_C
TRIE CHATEAU,60,1647_C
BORNEL,60,1648_C
NOAILLES,60,1649_C
